participant,correct,condition,category,response
60c89c0e9445e1a77532e876,1,rot2,2,2
60c89c0e9445e1a77532e876,0,shear1,1,2
60c89c0e9445e1a77532e876,1,rot1,3,3
60c89c0e9445e1a77532e876,1,rot1,3,3
60c89c0e9445e1a77532e876,1,base,4,4
60c89c0e9445e1a77532e876,1,shear2,4,4
60c89c0e9445e1a77532e876,1,base,1,1
60c89c0e9445e1a77532e876,0,shear1,3,2
60c89c0e9445e1a77532e876,1,shear2,1,1
60c89c0e9445e1a77532e876,1,shear1,2,2
60c89c0e9445e1a77532e876,0,rot2,3,2
60c89c0e9445e1a77532e876,1,base,3,3
60c89c0e9445e1a77532e876,1,shear2,2,2
60c89c0e9445e1a77532e876,0,rot2,4,3
60c89c0e9445e1a77532e876,0,rot2,1,2
60c89c0e9445e1a77532e876,0,shear2,2,4
60c89c0e9445e1a77532e876,1,shear1,1,1
60c89c0e9445e1a77532e876,0,base,2,1
60c89c0e9445e1a77532e876,1,base,1,1
60c89c0e9445e1a77532e876,1,shear2,1,1
60c89c0e9445e1a77532e876,0,rot1,2,1
60c89c0e9445e1a77532e876,0,base,3,2
60c89c0e9445e1a77532e876,0,rot2,3,2
60c89c0e9445e1a77532e876,0,base,4,3
60c89c0e9445e1a77532e876,1,shear1,4,4
60c89c0e9445e1a77532e876,1,base,2,2
60c89c0e9445e1a77532e876,0,shear2,3,4
60c89c0e9445e1a77532e876,1,shear1,4,4
60c89c0e9445e1a77532e876,1,shear2,1,1
60c89c0e9445e1a77532e876,0,shear1,3,4
60c89c0e9445e1a77532e876,0,rot1,3,4
60c89c0e9445e1a77532e876,1,shear2,4,4
60c89c0e9445e1a77532e876,1,rot1,4,4
60c89c0e9445e1a77532e876,0,rot1,2,1
60c89c0e9445e1a77532e876,1,base,1,1
60c89c0e9445e1a77532e876,1,shear1,4,4
60c89c0e9445e1a77532e876,1,shear2,3,3
60c89c0e9445e1a77532e876,0,rot1,3,2
60c89c0e9445e1a77532e876,1,rot2,2,2
60c89c0e9445e1a77532e876,0,shear2,2,4
60c89c0e9445e1a77532e876,1,shear2,4,4
60c89c0e9445e1a77532e876,1,rot1,1,1
60c89c0e9445e1a77532e876,1,base,1,1
60c89c0e9445e1a77532e876,0,rot1,3,2
60c89c0e9445e1a77532e876,1,rot1,2,2
60c89c0e9445e1a77532e876,1,shear1,2,2
60c89c0e9445e1a77532e876,1,rot1,4,4
60c89c0e9445e1a77532e876,1,rot1,1,1
60c89c0e9445e1a77532e876,0,rot2,3,2
60c89c0e9445e1a77532e876,1,shear1,2,2
60c89c0e9445e1a77532e876,0,shear2,4,3
60c89c0e9445e1a77532e876,1,base,3,3
60c89c0e9445e1a77532e876,1,rot2,1,1
60c89c0e9445e1a77532e876,1,rot2,4,4
60c89c0e9445e1a77532e876,1,shear2,4,4
60c89c0e9445e1a77532e876,0,shear1,3,4
60c89c0e9445e1a77532e876,0,shear2,2,4
60c89c0e9445e1a77532e876,1,rot1,1,1
60c89c0e9445e1a77532e876,1,rot2,4,4
60c89c0e9445e1a77532e876,1,rot2,1,1
60c89c0e9445e1a77532e876,1,shear1,4,4
60c89c0e9445e1a77532e876,0,shear2,2,3
60c89c0e9445e1a77532e876,0,rot2,3,2
60c89c0e9445e1a77532e876,1,shear2,3,3
60c89c0e9445e1a77532e876,1,shear1,1,1
60c89c0e9445e1a77532e876,1,base,2,2
60c89c0e9445e1a77532e876,1,shear1,1,1
60c89c0e9445e1a77532e876,1,shear1,3,3
60c89c0e9445e1a77532e876,1,rot2,4,4
60c89c0e9445e1a77532e876,1,shear2,1,1
60c89c0e9445e1a77532e876,1,rot2,4,4
60c89c0e9445e1a77532e876,0,rot2,2,1
60c89c0e9445e1a77532e876,1,shear1,3,3
60c89c0e9445e1a77532e876,0,base,2,1
60c89c0e9445e1a77532e876,1,rot2,1,1
60c89c0e9445e1a77532e876,1,shear1,2,2
60c89c0e9445e1a77532e876,0,base,4,3
60c89c0e9445e1a77532e876,1,shear1,4,4
60c89c0e9445e1a77532e876,1,base,4,4
60c89c0e9445e1a77532e876,0,shear2,3,4
60c89c0e9445e1a77532e876,1,rot1,4,4
60c89c0e9445e1a77532e876,1,base,3,3
60c89c0e9445e1a77532e876,1,shear2,3,3
60c89c0e9445e1a77532e876,1,rot2,3,3
60c89c0e9445e1a77532e876,1,rot1,1,1
60c89c0e9445e1a77532e876,1,shear2,1,1
60c89c0e9445e1a77532e876,0,rot1,4,3
60c89c0e9445e1a77532e876,1,rot2,2,2
60c89c0e9445e1a77532e876,1,rot2,2,2
60c89c0e9445e1a77532e876,1,shear1,1,1
60c89c0e9445e1a77532e876,0,rot1,2,1
60c89c0e9445e1a77532e876,0,base,3,2
60c89c0e9445e1a77532e876,1,base,2,2
60c89c0e9445e1a77532e876,1,rot1,1,1
